import_schema_version,assessment_id,assessment_version_id,source_id,source_version_id,source_path,source_content_sha256,session_no,assessment_class,activation_rule,answer_release_rule,time_limit_seconds,item_id,item_version_id,item_order,outcome_ids,demand,difficulty,item_time_seconds,prompt,response_type,rationale_required,rationale_min_words,rationale_max_words,shuffle_options,volatile,stale_check_rule,accessible_artifact_id,accessible_text,accessible_table_json,option_id,option_order,option_text
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-03,S3-VIZ-03@1,3,S3-O5,,moderate,120,"A classmate asks what the distribution of `mrr_usd` looks like, including zeros and extreme values.",single_choice_plus_rationale,True,40,80,True,True,stale if MRR/zero semantics change,S3-VIZ-03-A11Y@1,"MRR is quantitative and strongly right-skewed. Many records are zero or below $1,000, fewer sit between $1,000 and $10,000, and a small tail is above $50,000. Zero is a valid observed value in this scenario, not missing data","{""headers"":[""MRR range (USD)"",""Illustrative count""],""rows"":[[""Exactly 0"",""31""],[""1–999"",""42""],[""1,000–9,999"",""19""],[""10,000–49,999"",""6""],[""50,000+"",""2""]]}",S3-VIZ-03-NAME-LINE,3,Line chart sorted by `startup_name`
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-03,S3-VIZ-03@1,3,S3-O5,,moderate,120,"A classmate asks what the distribution of `mrr_usd` looks like, including zeros and extreme values.",single_choice_plus_rationale,True,40,80,True,True,stale if MRR/zero semantics change,S3-VIZ-03-A11Y@1,"MRR is quantitative and strongly right-skewed. Many records are zero or below $1,000, fewer sit between $1,000 and $10,000, and a small tail is above $50,000. Zero is a valid observed value in this scenario, not missing data","{""headers"":[""MRR range (USD)"",""Illustrative count""],""rows"":[[""Exactly 0"",""31""],[""1–999"",""42""],[""1,000–9,999"",""19""],[""10,000–49,999"",""6""],[""50,000+"",""2""]]}",S3-VIZ-03-MEAN-KPI,4,One mean-value card
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-04,S3-VIZ-04@1,4,S3-O5,,moderate,120,"A product researcher wants to compare median `revenue_growth_30d_pct` across categories, including contraction and growth, from this one snapshot.",single_choice_plus_rationale,True,40,80,True,True,stale if the growth field becomes longitudinal rather than snapshot-based,S3-VIZ-04-A11Y@1,Each category has one median 30-day revenue-growth percentage from a snapshot. Values can be below or above zero; the comparison needs direction and magnitude. These are not dated observations of a time series,"{""headers"":[""Category"",""Median revenue growth, 30d""],""rows"":[[""Analytics"",""+18%""],[""Commerce"",""+6%""],[""Developer tools"",""0%""],[""Productivity"",""−7%""],[""Marketing"",""−14%""]]}",S3-VIZ-04-DIVERGING-BAR,1,Diverging horizontal bar chart centred on 0%
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-04,S3-VIZ-04@1,4,S3-O5,,moderate,120,"A product researcher wants to compare median `revenue_growth_30d_pct` across categories, including contraction and growth, from this one snapshot.",single_choice_plus_rationale,True,40,80,True,True,stale if the growth field becomes longitudinal rather than snapshot-based,S3-VIZ-04-A11Y@1,Each category has one median 30-day revenue-growth percentage from a snapshot. Values can be below or above zero; the comparison needs direction and magnitude. These are not dated observations of a time series,"{""headers"":[""Category"",""Median revenue growth, 30d""],""rows"":[[""Analytics"",""+18%""],[""Commerce"",""+6%""],[""Developer tools"",""0%""],[""Productivity"",""−7%""],[""Marketing"",""−14%""]]}",S3-VIZ-04-TIME-LINES,2,Multi-line time-series chart
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-04,S3-VIZ-04@1,4,S3-O5,,moderate,120,"A product researcher wants to compare median `revenue_growth_30d_pct` across categories, including contraction and growth, from this one snapshot.",single_choice_plus_rationale,True,40,80,True,True,stale if the growth field becomes longitudinal rather than snapshot-based,S3-VIZ-04-A11Y@1,Each category has one median 30-day revenue-growth percentage from a snapshot. Values can be below or above zero; the comparison needs direction and magnitude. These are not dated observations of a time series,"{""headers"":[""Category"",""Median revenue growth, 30d""],""rows"":[[""Analytics"",""+18%""],[""Commerce"",""+6%""],[""Developer tools"",""0%""],[""Productivity"",""−7%""],[""Marketing"",""−14%""]]}",S3-VIZ-04-PERCENT-TREEMAP,3,Treemap sized by median percentage
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-04,S3-VIZ-04@1,4,S3-O5,,moderate,120,"A product researcher wants to compare median `revenue_growth_30d_pct` across categories, including contraction and growth, from this one snapshot.",single_choice_plus_rationale,True,40,80,True,True,stale if the growth field becomes longitudinal rather than snapshot-based,S3-VIZ-04-A11Y@1,Each category has one median 30-day revenue-growth percentage from a snapshot. Values can be below or above zero; the comparison needs direction and magnitude. These are not dated observations of a time series,"{""headers"":[""Category"",""Median revenue growth, 30d""],""rows"":[[""Analytics"",""+18%""],[""Commerce"",""+6%""],[""Developer tools"",""0%""],[""Productivity"",""−7%""],[""Marketing"",""−14%""]]}",S3-VIZ-04-CATEGORY-GAUGES,4,Gauge chart for each category
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-05,S3-VIZ-05@1,5,S3-O5,,moderate,120,"An operations analyst wants to compare how many records use each `payment_provider`. There are many provider labels, including a few combined labels.",single_choice_plus_rationale,True,40,80,True,True,stale if combined-label semantics change,S3-VIZ-05-A11Y@1,"The field is categorical and the task is to compare record counts. Labels include individual providers, combined strings and missing values. A combined label such as “Stripe + Paddle” has not been split into two records in this table","{""headers"":[""Payment-provider label"",""Illustrative record count""],""rows"":[[""Stripe"",""58""],[""Lemon Squeezy"",""21""],[""Paddle"",""14""],[""Stripe + Paddle"",""7""],[""Other named labels"",""16""],[""Missing"",""4""]]}",S3-VIZ-05-PROVIDER-BAR,1,Sorted bar chart with explicit treatment of combined labels
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-05,S3-VIZ-05@1,5,S3-O5,,moderate,120,"An operations analyst wants to compare how many records use each `payment_provider`. There are many provider labels, including a few combined labels.",single_choice_plus_rationale,True,40,80,True,True,stale if combined-label semantics change,S3-VIZ-05-A11Y@1,"The field is categorical and the task is to compare record counts. Labels include individual providers, combined strings and missing values. A combined label such as “Stripe + Paddle” has not been split into two records in this table","{""headers"":[""Payment-provider label"",""Illustrative record count""],""rows"":[[""Stripe"",""58""],[""Lemon Squeezy"",""21""],[""Paddle"",""14""],[""Stripe + Paddle"",""7""],[""Other named labels"",""16""],[""Missing"",""4""]]}",S3-VIZ-05-PIE-3D,2,3D pie chart
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-05,S3-VIZ-05@1,5,S3-O5,,moderate,120,"An operations analyst wants to compare how many records use each `payment_provider`. There are many provider labels, including a few combined labels.",single_choice_plus_rationale,True,40,80,True,True,stale if combined-label semantics change,S3-VIZ-05-A11Y@1,"The field is categorical and the task is to compare record counts. Labels include individual providers, combined strings and missing values. A combined label such as “Stripe + Paddle” has not been split into two records in this table","{""headers"":[""Payment-provider label"",""Illustrative record count""],""rows"":[[""Stripe"",""58""],[""Lemon Squeezy"",""21""],[""Paddle"",""14""],[""Stripe + Paddle"",""7""],[""Other named labels"",""16""],[""Missing"",""4""]]}",S3-VIZ-05-RANDOM-BUBBLE,3,Bubble chart with random x/y positions
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-05,S3-VIZ-05@1,5,S3-O5,,moderate,120,"An operations analyst wants to compare how many records use each `payment_provider`. There are many provider labels, including a few combined labels.",single_choice_plus_rationale,True,40,80,True,True,stale if combined-label semantics change,S3-VIZ-05-A11Y@1,"The field is categorical and the task is to compare record counts. Labels include individual providers, combined strings and missing values. A combined label such as “Stripe + Paddle” has not been split into two records in this table","{""headers"":[""Payment-provider label"",""Illustrative record count""],""rows"":[[""Stripe"",""58""],[""Lemon Squeezy"",""21""],[""Paddle"",""14""],[""Stripe + Paddle"",""7""],[""Other named labels"",""16""],[""Missing"",""4""]]}",S3-VIZ-05-ROW-LINE,4,Line chart by source row number
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-06,S3-VIZ-06@1,6,S3-O5,,hard,120,"A founder wants to compare the distribution of `mrr_usd` for B2B, B2C and Both, while keeping outliers and sample sizes visible.",single_choice_plus_rationale,True,40,80,True,True,stale if audience categories or MRR semantics change,S3-VIZ-06-A11Y@1,"Three audience groups contain unequal numbers of MRR observations. Every group is right-skewed and contains outliers. The task is to compare centre, spread and unusual values while keeping group size visible","{""headers"":[""Audience"",""Complete n"",""Median MRR (USD)"",""Middle 50% (USD)"",""Largest observed (USD)""],""rows"":[[""B2B"",""84"",""2,400"",""700–8,900"",""94,000""],[""B2C"",""39"",""900"",""150–3,200"",""31,000""],[""Both"",""27"",""1,700"",""400–6,100"",""57,000""]]}",S3-VIZ-06-MEAN-BARS,1,One bar per audience showing only the mean
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-06,S3-VIZ-06@1,6,S3-O5,,hard,120,"A founder wants to compare the distribution of `mrr_usd` for B2B, B2C and Both, while keeping outliers and sample sizes visible.",single_choice_plus_rationale,True,40,80,True,True,stale if audience categories or MRR semantics change,S3-VIZ-06-A11Y@1,"Three audience groups contain unequal numbers of MRR observations. Every group is right-skewed and contains outliers. The task is to compare centre, spread and unusual values while keeping group size visible","{""headers"":[""Audience"",""Complete n"",""Median MRR (USD)"",""Middle 50% (USD)"",""Largest observed (USD)""],""rows"":[[""B2B"",""84"",""2,400"",""700–8,900"",""94,000""],[""B2C"",""39"",""900"",""150–3,200"",""31,000""],[""Both"",""27"",""1,700"",""400–6,100"",""57,000""]]}",S3-VIZ-06-BOX-POINTS,2,Side-by-side box plots with jittered points or sample-size labels
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-06,S3-VIZ-06@1,6,S3-O5,,hard,120,"A founder wants to compare the distribution of `mrr_usd` for B2B, B2C and Both, while keeping outliers and sample sizes visible.",single_choice_plus_rationale,True,40,80,True,True,stale if audience categories or MRR semantics change,S3-VIZ-06-A11Y@1,"Three audience groups contain unequal numbers of MRR observations. Every group is right-skewed and contains outliers. The task is to compare centre, spread and unusual values while keeping group size visible","{""headers"":[""Audience"",""Complete n"",""Median MRR (USD)"",""Middle 50% (USD)"",""Largest observed (USD)""],""rows"":[[""B2B"",""84"",""2,400"",""700–8,900"",""94,000""],[""B2C"",""39"",""900"",""150–3,200"",""31,000""],[""Both"",""27"",""1,700"",""400–6,100"",""57,000""]]}",S3-VIZ-06-THREE-PIES,3,Three unrelated pie charts
mu-lms-assessment-import/1.0,assess_s3_visuals_v1,assess_s3_visuals_v1,lms.course.session-03.visualization-quiz,assess_s3_visuals_v1,lms/course/session-03/visualization-quiz.md,e71b502edc4ab7d4490915985557a1c835982a67e739f3ea705596cf27f24fdd,3,formative_mixed_scenario,opens at 01:39 and closes at 01:54 per section,attempt receipt only until the last participating section using this assessment version closes,900,S3-VIZ-06,S3-VIZ-06@1,6,S3-O5,,hard,120,"A founder wants to compare the distribution of `mrr_usd` for B2B, B2C and Both, while keeping outliers and sample sizes visible.",single_choice_plus_rationale,True,40,80,True,True,stale if audience categories or MRR semantics change,S3-VIZ-06-A11Y@1,"Three audience groups contain unequal numbers of MRR observations. Every group is right-skewed and contains outliers. The task is to compare centre, spread and unusual values while keeping group size visible","{""headers"":[""Audience"",""Complete n"",""Median MRR (USD)"",""Middle 50% (USD)"",""Largest observed (USD)""],""rows"":[[""B2B"",""84"",""2,400"",""700–8,900"",""94,000""],[""B2C"",""39"",""900"",""150–3,200"",""31,000""],[""Both"",""27"",""1,700"",""400–6,100"",""57,000""]]}",S3-VIZ-06-STACKED-AREA,4,Stacked area chart
