import_schema_version,assessment_id,assessment_version_id,source_id,source_version_id,source_path,source_content_sha256,session_no,assessment_class,activation_rule,answer_release_rule,time_limit_seconds,item_id,item_version_id,item_order,outcome_ids,demand,difficulty,item_time_seconds,prompt,response_type,rationale_required,rationale_min_words,rationale_max_words,shuffle_options,volatile,stale_check_rule,accessible_artifact_id,accessible_text,accessible_table_json,option_id,option_order,option_text
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q03,S5-Q03@1,3,S5-O2|S5-O4,analyse,medium,55,A temporary dependency times out while creating a draft. Which response best preserves the work without retrying forever?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q03-DELETE-SOURCE,3,Roll back and delete the source event
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q03,S5-Q03@1,3,S5-O2|S5-O4,analyse,medium,55,A temporary dependency times out while creating a draft. Which response best preserves the work without retrying forever?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q03-UNBOUNDED-LOOP,4,Add a router route that always repeats the same module
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q04,S5-Q04@1,4,S5-O2,apply,medium,50,A high-value enterprise lead must be approved before any outreach. Which flow is safest?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q04-SEND-THEN-NOTIFY,1,Send outreach and notify the founder afterward
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q04,S5-Q04@1,4,S5-O2,apply,medium,50,A high-value enterprise lead must be approved before any outreach. Which flow is safest?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q04-NOTIFY-AS-APPROVAL,2,Notify the founder and treat the notification as approval
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q04,S5-Q04@1,4,S5-O2,apply,medium,50,A high-value enterprise lead must be approved before any outreach. Which flow is safest?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q04-RECORDED-TRANSITION,3,"Store `pending_approval`, block outreach, then act only after a recorded approved transition"
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q04,S5-Q04@1,4,S5-O2,apply,medium,50,A high-value enterprise lead must be approved before any outreach. Which flow is safest?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q04-WAIT-ASSUME,4,"Wait ten seconds, then assume approval"
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q05,S5-Q05@1,5,S5-O5,understand,easy,40,Which statement correctly distinguishes a Make blueprint from a public scenario-sharing link?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q05-REVERSED-UPDATE,1,A blueprint always updates; a public link is a fixed file
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q05,S5-Q05@1,5,S5-O5,understand,easy,40,Which statement correctly distinguishes a Make blueprint from a public scenario-sharing link?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q05-SNAPSHOT-DYNAMIC,2,A blueprint is a point-in-time JSON export; the public link shows the latest saved scenario
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q05,S5-Q05@1,5,S5-O5,understand,easy,40,Which statement correctly distinguishes a Make blueprint from a public scenario-sharing link?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q05-LINK-HAS-CONNECTIONS,3,A public link includes account connections; a blueprint does not
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q05,S5-Q05@1,5,S5-O5,understand,easy,40,Which statement correctly distinguishes a Make blueprint from a public scenario-sharing link?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q05-BLUEPRINT-ONLY-PUBLIC,4,Only a blueprint can be viewed without a Make account
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q06,S5-Q06@1,6,S5-O3|S5-O5,apply,easy,40,A classmate imports your Make blueprint. What must they still do before running it?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q06-NO-SETUP,1,Nothing; connection credentials are inside the JSON
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q06,S5-Q06@1,6,S5-O3|S5-O5,apply,easy,40,A classmate imports your Make blueprint. What must they still do before running it?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q06-RECONNECT-TEST,2,"Recreate their own connections and any omitted dependencies, then test mappings"
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q06,S5-Q06@1,6,S5-O3|S5-O5,apply,easy,40,A classmate imports your Make blueprint. What must they still do before running it?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q06-RENAME-MODULES,3,Rename every module or Make will reject the file
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q06,S5-Q06@1,6,S5-O3|S5-O5,apply,easy,40,A classmate imports your Make blueprint. What must they still do before running it?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q06-CONVERT-PNG,4,Convert the blueprint to PNG first
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q07,S5-Q07@1,7,S5-O2,apply,medium,45,Two instant webhook events must be processed strictly in arrival order. What setting is most relevant?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q07-PROCESS-IN-ORDER,1,Process data in order
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q07,S5-Q07@1,7,S5-O2,apply,medium,45,Two instant webhook events must be processed strictly in arrival order. What setting is most relevant?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q07-PUBLIC-PAGE,2,Enable the public scenario page
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q07,S5-Q07@1,7,S5-O2,apply,medium,45,Two instant webhook events must be processed strictly in arrival order. What setting is most relevant?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q07-THUMBNAIL,3,Add an image thumbnail
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q07,S5-Q07@1,7,S5-O2,apply,medium,45,Two instant webhook events must be processed strictly in arrival order. What setting is most relevant?,single_choice,False,,,True,True,deterministic MCQ; T-7,,,,S5-Q07-CONFIDENTIAL-LOGS,4,Keep data confidential
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q08,S5-Q08@1,8,S5-O5,evaluate,easy,40,Which gallery package is safest and most useful?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q08-RAW-PAYLOAD,1,A canvas screenshot plus raw execution payload containing lead email
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q08,S5-Q08@1,8,S5-O5,evaluate,easy,40,Which gallery package is safest and most useful?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q08-SAFE-PACKAGE,2,"A workflow PNG, optional safe official Make scenario link, redacted sample output, and limitation note"
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q08,S5-Q08@1,8,S5-O5,evaluate,easy,40,Which gallery package is safest and most useful?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q08-PUBLIC-WEBHOOK,3,A public webhook URL so viewers can test the live trigger
mu-lms-assessment-import/1.0,quiz_s5_workflow-control,S5-SQ-v1,lms.course.session-05.surprise-quiz-student,S5-SQ-v1,lms/course/session-05/assessment/surprise-quiz-student.md,4a7e709dbc3295500a0d248166e4d81a58e21b93d9bc089cce2ebf220a473d4e,5,counted_surprise_if_activated,"dormant by default; when armed, runs 00–07 and replaces retrieval without shortening assessed build work",attempt receipt only until the last participating section using S5-SQ-v1 closes,420,S5-Q08,S5-Q08@1,8,S5-O5,evaluate,easy,40,Which gallery package is safest and most useful?,single_choice,False,,,True,False,deterministic MCQ,,,,S5-Q08-GRADE-DATA,4,"The grading prompt, rubric score, and model confidence"
